root,session_date,first_hour_open,first_hour_high,first_hour_low,first_hour_close,first_hour_volume,first_hour_minutes,first_hour_timestamp_first,first_hour_timestamp_last,first_hour_vwap,globex_open,globex_high,globex_low,globex_close,globex_volume,globex_minutes,globex_timestamp_first,globex_timestamp_last,rest_rth_open,rest_rth_high,rest_rth_low,rest_rth_close,rest_rth_volume,rest_rth_minutes,rest_rth_timestamp_first,rest_rth_timestamp_last,rotation_count,nonzero_close_move_count,chop_index,globex_range,first_hour_range,rest_rth_range,rest_rth_range_div_first_hour_range,rest_rth_trendiness,rest_rth_signed_trendiness,trapped_state,broken_up,broken_down,broken_both,state,sub_state,near_boundary_but_not_broken,new_rth_high_after_10_30,new_rth_low_after_10_30,new_rth_high_or_low_after_10_30,new_session_high_after_10_30,new_session_low_after_10_30,new_session_high_or_low_after_10_30,close_location_within_rth_range,first_hour_vwap_cross_count,first_hour_vwap_cross_rate
MNQ,2023-01-17,11598.5,11685.0,11549.25,11658.25,242894,60,2023-01-17T14:30:00+00:00,2023-01-17T15:29:00+00:00,11623.197961525058,11571.5,11604.25,11530.0,11598.5,236313,930,2023-01-16T23:00:00+00:00,2023-01-17T14:29:00+00:00,11658.25,11663.75,11555.0,11627.0,481484,330,2023-01-17T15:30:00+00:00,2023-01-17T20:59:00+00:00,177,321,0.553125,74.25,135.75,108.75,0.8011049723756906,0.28735632183908044,-0.28735632183908044,False,True,False,False,broken,broken_up,False,False,False,False,False,False,False,0.572744014732965,49,0.1484848484848485
MNQ,2023-01-18,11694.75,11759.5,11672.25,11717.25,281138,60,2023-01-18T14:30:00+00:00,2023-01-18T15:29:00+00:00,11710.260046074643,11622.0,11721.75,11582.0,11695.0,313367,930,2023-01-17T23:00:00+00:00,2023-01-18T14:29:00+00:00,11717.5,11719.0,11470.75,11479.5,672286,330,2023-01-18T15:30:00+00:00,2023-01-18T20:59:00+00:00,177,323,0.5496894409937888,139.75,87.25,248.25,2.845272206303725,0.9587109768378651,-0.9587109768378651,False,True,False,False,broken,broken_up,False,False,True,True,False,True,True,0.030303030303030304,1,0.0030303030303030303
MNQ,2023-01-19,11407.5,11446.75,11349.0,11379.75,262842,60,2023-01-19T14:30:00+00:00,2023-01-19T15:29:00+00:00,11394.448766432562,11470.0,11486.75,11344.75,11407.5,293690,930,2023-01-18T23:00:00+00:00,2023-01-19T14:29:00+00:00,11379.75,11454.5,11308.5,11360.5,601101,330,2023-01-19T15:30:00+00:00,2023-01-19T20:59:00+00:00,143,326,0.44,142.0,97.75,146.0,1.4936061381074168,0.13184931506849315,-0.13184931506849315,True,False,False,False,trapped,trapped,True,True,True,True,False,True,True,0.3561643835616438,21,0.06363636363636363
MNQ,2023-01-20,11428.25,11491.5,11383.0,11487.0,230741,60,2023-01-20T14:30:00+00:00,2023-01-20T15:29:00+00:00,11443.407178394824,11405.5,11448.25,11365.25,11428.5,208346,930,2023-01-19T23:00:00+00:00,2023-01-20T14:29:00+00:00,11486.75,11686.0,11456.0,11675.75,577020,330,2023-01-20T15:30:00+00:00,2023-01-20T20:59:00+00:00,165,323,0.5124223602484472,83.0,108.5,230.0,2.119815668202765,0.8217391304347826,0.8217391304347826,False,True,False,False,broken,broken_up,False,True,False,True,True,False,True,0.9661716171617162,0,0.0
MNQ,2023-01-23,11704.0,11859.5,11671.75,11850.25,254506,60,2023-01-23T14:30:00+00:00,2023-01-23T15:29:00+00:00,11779.718999421102,11677.75,11723.5,11650.25,11704.0,194623,930,2023-01-22T23:00:00+00:00,2023-01-23T14:29:00+00:00,11850.5,11983.0,11843.5,11931.25,617093,330,2023-01-23T15:30:00+00:00,2023-01-23T20:59:00+00:00,174,323,0.5403726708074534,73.25,187.75,139.5,0.7430093209054593,0.578853046594982,0.578853046594982,False,True,False,False,broken,broken_up,False,True,False,True,True,False,True,0.8337349397590361,0,0.0
MNQ,2023-01-24,11860.0,11951.75,11838.0,11899.0,271672,60,2023-01-24T14:30:00+00:00,2023-01-24T15:29:00+00:00,11888.056826185008,11933.0,11944.5,11835.75,11859.5,186713,930,2023-01-23T23:00:00+00:00,2023-01-24T14:29:00+00:00,11899.25,11942.75,11857.25,11905.5,479846,330,2023-01-24T15:30:00+00:00,2023-01-24T20:59:00+00:00,179,328,0.5474006116207951,108.75,113.75,85.5,0.7516483516483516,0.07309941520467836,0.07309941520467836,False,True,False,False,broken,broken_up,False,False,False,False,False,False,False,0.5934065934065934,12,0.03636363636363636
MNQ,2023-01-25,11712.5,11723.75,11614.25,11647.0,286233,60,2023-01-25T14:30:00+00:00,2023-01-25T15:29:00+00:00,11664.146304176433,11973.0,11976.5,11701.5,11712.5,284621,930,2023-01-24T23:00:00+00:00,2023-01-25T14:29:00+00:00,11647.25,11902.5,11604.5,11875.0,658513,330,2023-01-25T15:30:00+00:00,2023-01-25T20:59:00+00:00,162,321,0.50625,275.0,109.5,298.0,2.721461187214612,0.764261744966443,0.764261744966443,False,False,True,False,broken,broken_down,False,True,True,True,False,True,True,0.9077181208053692,11,0.03333333333333333
MNQ,2023-01-26,12017.75,12075.0,11947.0,12022.5,275988,60,2023-01-26T14:30:00+00:00,2023-01-26T15:29:00+00:00,12008.973785092103,11875.0,12026.0,11867.25,12017.75,287156,930,2023-01-25T23:00:00+00:00,2023-01-26T14:29:00+00:00,12022.0,12111.5,11904.0,12104.75,563169,330,2023-01-26T15:30:00+00:00,2023-01-26T20:59:00+00:00,152,324,0.47058823529411764,158.75,128.0,207.5,1.62109375,0.39879518072289155,0.39879518072289155,False,True,False,False,broken,broken_up,False,True,True,True,True,False,True,0.9674698795180723,32,0.09696969696969697
MNQ,2023-01-27,12047.0,12192.5,12041.75,12167.25,254386,60,2023-01-27T14:30:00+00:00,2023-01-27T15:29:00+00:00,12130.567458507934,12050.25,12083.5,12016.0,12047.0,221255,930,2023-01-26T23:00:00+00:00,2023-01-27T14:29:00+00:00,12167.25,12308.0,12092.5,12223.0,652563,330,2023-01-27T15:30:00+00:00,2023-01-27T20:59:00+00:00,173,328,0.5290519877675841,67.5,150.75,215.5,1.429519071310116,0.25870069605568446,0.25870069605568446,False,True,False,False,broken,broken_up,False,True,False,True,True,False,True,0.6807511737089202,5,0.015151515151515152
MNQ,2023-01-30,12082.75,12143.5,12027.5,12053.5,258036,60,2023-01-30T14:30:00+00:00,2023-01-30T15:29:00+00:00,12095.837504585921,12213.25,12252.0,12039.25,12083.0,283625,930,2023-01-29T23:00:00+00:00,2023-01-30T14:29:00+00:00,12053.25,12071.5,11960.0,11971.0,601316,330,2023-01-30T15:30:00+00:00,2023-01-30T20:59:00+00:00,167,326,0.5138461538461538,212.75,116.0,111.5,0.9612068965517241,0.7376681614349776,-0.7376681614349776,False,False,True,False,broken,broken_down,False,False,True,True,False,True,True,0.05994550408719346,0,0.0
MNQ,2023-01-31,11974.25,12061.25,11969.25,12059.0,266481,60,2023-01-31T14:30:00+00:00,2023-01-31T15:29:00+00:00,12018.753573738217,11984.25,12016.75,11871.25,11974.5,317707,930,2023-01-30T23:00:00+00:00,2023-01-31T14:29:00+00:00,12059.25,12156.0,12042.25,12153.75,458585,330,2023-01-31T15:30:00+00:00,2023-01-31T20:59:00+00:00,181,320,0.567398119122257,145.5,92.0,113.75,1.236413043478261,0.8307692307692308,0.8307692307692308,False,True,False,False,broken,broken_up,False,True,False,True,True,False,True,0.9879518072289156,0,0.0
